"date","Dasyatis_akajei","Sardinops_melanostictus","Engraulis_japonicus","Plotosus_lineatus","Plecoglossus_altivelis","Saurida_sp.","Syngnathus_schlegeli","Hippocampus_coronatus","Mugil_cephalus","Hyporhamphus_sajori","Pterois_lunulata","Scorpaena_miostoma","Scorpaenodes_littoralis","Sebastiscus_marmoratus","Sebastes_thompsoni","Sebastes_inermis","Sebastes_oblongus","Sebastes_pachycephalus.pachycephalus","Inimicus_japonicus","Hypodytes_rubripinnis","Platycephalus_sp..2","Inegocia_japonica","Hexagrammos_otakii","Hexagrammos_agrammus","Furcina_osimae","Furcina_ishikawae","Pseudoblennius_cottoidae","Lateolabrax_japonicus","Epinephelus_akaara","Epinephelus_awoara","Apogon_semilineatus","Seriola_dumerili","Trachurus_japonicus","Leiognathus_nuchalis","Equulites_rivulatus","Lutjanus_ophuysenii","Lutjanus_russellii","Parapristipoma_trilineatum","Acanthopagrus_schlegelii","Pagrus_major","Sillago_japonica","Upeneus_tragula","Upeneus_japonicus","Chaetodon_modestus","Chaetodontoplus_septentrionalis","Goniistius_zonatus","Goniistius_quadricornis","Ditrema_temmincki","Chromis_notata.notata","Abudefduf_vaigiensis","Terapon_jarbua","Rhyncopelates_oxyrhynchus","Oplegnathus_fasciatus","Oplegnathus_punctatus","Girella_punctata","Choerodon_azurio","Semicossyphus_reticulatus","Pseudolabrus_sieboldi","Suezichthys_gracilis","Halichoeres_poecilopterus","Halichoeres_tenuispinnis","Dictyosoma_burgeri","Stichaeus_nozawai","Parapercis_snyderi","Parapercis_sexfasciata","Parablennius_yatabei","Istiblennius_enosimae","Omobranchus_fasciolatoceps","Omobranchus_elegans","Petroscirtes_springeri","Petroscirtes_breviceps","Calliurichthys_japonicus","Repomucenus_curvicornis","Trimma_grammistes","Eviota_abax","Chaenogobius_gulosus","Sagamia_geneionema","Gymnogobius_heptacanthus","Pterogobius_zonoleucus","Pterogobius_elapoides","Istigobius_campbelli","Istigobius_hoshinonis","Cryptocentrus_filifer","Acentrogobius_pflaumii","Tridentiger_trigonocephalus","Favonigobius_gymnauchen","Siganus_fuscescens","Sphyraena_pinguis","Paralichthys_olivaceus","Pleuronichthys_cornutus","Rudarius_ercodes","Thamnaconus_modestus","Stephanolepis_cirrhifer","Paramonacanthus_japonicus","Takifugu_pardalis","Takifugu_snyderi","Takifugu_poecilonotus","Takifugu_niphobles"
636,0,0,0,13.3333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,1.66666666666667,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,1,0,0,0.333333333333333,0,18.6666666666667,0,0,4,0,1,1.66666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.333333333333333,0,6,9.66666666666667,0,5,0,0,0,3,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333
647,0,0,100,26.6666666666667,0,0,0,0,0,0,0,0,0,0,0,15.6666666666667,0,0,0,0,0,0,0.333333333333333,1,0,0,0.333333333333333,0,0,0,0,0,63.3333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,1.66666666666667,0,0,0,0,0,0,6.33333333333333,0,0,3.66666666666667,0,3,3.33333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,6,16.6666666666667,0,0.666666666666667,0,0,0,10.3333333333333,0,0,0,0,0,0,1.33333333333333
661,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,9.66666666666667,0,0,0,0.333333333333333,0,0,1.66666666666667,1,0,0,0.666666666666667,0,0,0,0,0,21.6666666666667,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0,0,4,0,0,7.33333333333333,0,1.66666666666667,5.66666666666667,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,16.6666666666667,0,0,0.333333333333333,0,7,12,0,0.666666666666667,0,0,0,4.33333333333333,0,0.666666666666667,0,0,0,0,1.66666666666667
682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,10,0,0,0.333333333333333,0.333333333333333,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333333333
694,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,5.66666666666667,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,76.6666666666667,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,5,5,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0.666666666666667,0.666666666666667
703,0,0,233.333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,10.3333333333333,0,0,0,0.666666666666667,0,0,0.333333333333333,1.66666666666667,0,0,0,0,0,0,0,0,134.666666666667,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0,0,1.66666666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,16.6666666666667,0,0,0.666666666666667,0.333333333333333,4.66666666666667,10.3333333333333,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333
721,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,7.33333333333333,0,0,0,0.333333333333333,0,0,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,5,4,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.666666666666667,0.666666666666667
735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,7.33333333333333,7.66666666666667,0,0,0,0,0,1.33333333333333,0,0,0,0,0,1,0.333333333333333
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,5.66666666666667,7,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.666666666666667,0.666666666666667
761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,9.33333333333333,9.33333333333333,0,0,0,0,0,0.666666666666667,0,0,0,0,0,2.66666666666667,0
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0
798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333,0
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.666666666666667,0,0,0,0,0,0,2.33333333333333,0.333333333333333
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,2.33333333333333,7,0,0,0,0,0,0.333333333333333,0,0,0,0,0,1.33333333333333,0
849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,2.66666666666667,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,3.33333333333333,4.66666666666667,0,0,0,0,0,1.66666666666667,0,0,0,0,0,2.66666666666667,0.333333333333333
865,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,5.33333333333333,0,0.333333333333333,0,0,0,0,0.666666666666667,1.33333333333333,0,0,3.66666666666667,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.666666666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,3,2,0,0,0,0,0,3.66666666666667,0,0,0,0,0,1,0
879,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,33.6666666666667,0,0,0,0,1.33333333333333,0.333333333333333,0,0,0,0,0,3.66666666666667,0,0,0,0,0,1.33333333333333,0.666666666666667
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,3,0,0,0,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0,4.33333333333333,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,6.33333333333333,0,0,0,0.333333333333333,0,0,3.33333333333333,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1.33333333333333,0,0,0,0,0,2.33333333333333,0,0,0,0,0,1,0
905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0.666666666666667,0,0,0.666666666666667,0.666666666666667,0,0.333333333333333,4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,18,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,0,0,0,0,7.33333333333333,0,0.333333333333333,1.66666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,1.66666666666667,0.333333333333333,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0.666666666666667,0.333333333333333
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.333333333333333,0,0,0.666666666666667,0,0,0,1,0,0,1.66666666666667,0,0,0,0,0,20.3333333333333,0,0,0,0,0,0,35.3333333333333,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,0,0,0,0,5.33333333333333,0,1.33333333333333,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,0,4.33333333333333,0,0.333333333333333,0,0,0,1,0
939,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,4.33333333333333,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0,1,0,0,0,0,0,38.3333333333333,0,0,0,0,0,4.66666666666667,19.6666666666667,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0.333333333333333,0,0,0,0,0,5.33333333333333,0,2.33333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,13.3333333333333,0,0,0.333333333333333,0.666666666666667,0,8,0,0,0,0,0,3.66666666666667,0,0,0,0,0,2,0.666666666666667
945,0,0,0,66.6666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,86.6666666666667,0,0,0,0,0,2.66666666666667,15.6666666666667,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,3.66666666666667,0.333333333333333,0,11,0,0.666666666666667,3.66666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,17,0,0,8,0,0,0,0.666666666666667,5,65,0,0,0,0,0,8,0,0,0,0,0,0.666666666666667,0.333333333333333
969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,250,0,0,0,0,0,0.333333333333333,5.66666666666667,0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,0,0,0,0,0,2.33333333333333,0,1.66666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.333333333333333,1,1.66666666666667,24,0,0,6.66666666666667,0,0,12.6666666666667,0,0,0,0,0,0.333333333333333,0
986,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,233.666666666667,0,0,0.666666666666667,0,0,4,3.66666666666667,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,4.33333333333333,0,0,5.33333333333333,0,2.66666666666667,5.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,2,13,0,0,66.6666666666667,0,0,13,0,2,0,0,0,0.333333333333333,1.66666666666667
1001,0,0,0,23.3333333333333,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.333333333333333,0,0.333333333333333,1,0,0.333333333333333,0.333333333333333,0,0,0,0,0,420,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,9,0,4.66666666666667,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.333333333333333,0,1.66666666666667,4.66666666666667,0,0,20,0,0,132.333333333333,0,2,0,0,0,0.333333333333333,1
1015,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0.333333333333333,1.33333333333333,0,0,1,0,0,283.333333333333,0,0,0,0,0,0.333333333333333,4.66666666666667,0,0.333333333333333,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,6.33333333333333,0,1,1,0,0,0,0,0,0,0,0.666666666666667,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0.666666666666667,20.6666666666667,0,0.333333333333333,23.3333333333333,0,0,108,0,1.33333333333333,0,0,0,0.333333333333333,0.666666666666667
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,136.666666666667,0,0,0,0,0,0,1,0,0,0.666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0.666666666666667,0,0,0,0,0,0,0,0,0.666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6666666666667,0,0,0,0,0,21,0,1,0,0,0,0,0
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0.666666666666667,0,0,0.333333333333333,0,0,134.333333333333,0,0,0,0,0,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3.33333333333333,0,0,0.333333333333333,0,1.66666666666667,39.6666666666667,0,0,0,0,0,16.6666666666667,0,0.666666666666667,0,0,0,0.666666666666667,0
1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,0.333333333333333,0,0,76.6666666666667,0,0,0,0,0,0.666666666666667,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,7.33333333333333,0,0,0,0.333333333333333,1,19.3333333333333,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0.666666666666667,0.666666666666667
1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,116.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,20.3333333333333,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0.333333333333333
1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,11.6666666666667,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0,0,16.3333333333333,0,0,0,0,0,5,0,0.333333333333333,0,0,0,0.666666666666667,0.666666666666667
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0.333333333333333,2.66666666666667,25.6666666666667,0,0,0,0,0,3,0,0,0,0,0,1.33333333333333,0
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,5,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,2.66666666666667,22,0,0,0,0,0,17,0,0,0,0,0,1.33333333333333,0.333333333333333
1134,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,0,0,0,0,23.3333333333333,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,5.33333333333333,11.6666666666667,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0.666666666666667,0
1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,7,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0.333333333333333
1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,3.66666666666667,4.66666666666667,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.666666666666667,0
1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,6.33333333333333,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.666666666666667,0.333333333333333
1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,1,0,0,0.666666666666667,0.333333333333333,0,0,2,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,8.33333333333333,22,0,0,0,0,0,2.66666666666667,0,0,0,0,0,4,0
1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,2.66666666666667,0,0,0,0,0,50,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.66666666666667,14.3333333333333,0,0,0,0,0,9.66666666666667,0,0,0,0,0,1.33333333333333,0.333333333333333
1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,1,0,0,0,0.666666666666667,0,0,1,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3333333333333,0,0,0,0,0,0,0,0,0,5.66666666666667,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.666666666667,0,0,0,0,0,0,0,4.66666666666667,0.333333333333333,0,0,0,0,0,6,0,0,0,0,0,1.33333333333333,0
1253,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,18.6666666666667,0,0,0,1.66666666666667,0,0,0,0.333333333333333,0,0,3.33333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,8.66666666666667,0,0,0,0,0,0,0.666666666666667,0,0,7.33333333333333,0,0,2.33333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0,46.6666666666667,0,0,0,0,0,0,0,3,1,0,0,0,0,0.333333333333333,12,0,0,0.333333333333333,0,0,2,0.333333333333333
1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,1,0,0.333333333333333,0,0.666666666666667,0,0,1.33333333333333,0,0,0,0,0,3.33333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,10,0,2.33333333333333,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,3.33333333333333,0,0,93.3333333333333,0,0,0.333333333333333,0.333333333333333,5.33333333333333,2.33333333333333,0,0,0,0,0,2,0,0,0,0,0,2.66666666666667,0.333333333333333
1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,3.66666666666667,0,0.333333333333333,0,1.66666666666667,0,0,0,0.333333333333333,0,0,2.66666666666667,0,0,0.666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,9.33333333333333,0,0.666666666666667,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6666666666667,0,0,317,0,0,0,0,4.33333333333333,4,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0.666666666666667,0
1303,0,0,0.333333333333333,433.333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,0.333333333333333,1.66666666666667,0,0,1,0,0,6.66666666666667,0,0,0,0,0,1,1.33333333333333,0,0,2,0,0,0,0,3.33333333333333,0,0,0,0,0,0,10.6666666666667,0,0,6,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0,0.333333333333333,0,0,0,0,230.333333333333,0,0,0,0.666666666666667,8.33333333333333,100.666666666667,0,0,0,0.333333333333333,0,7,0,0.333333333333333,0,0,0,1,1.33333333333333
1311,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0.333333333333333,0,2,0,0,0,0,0,0,0.666666666666667,0,0,1.33333333333333,0,0,170.666666666667,0,0,0,0,0,1.66666666666667,2.33333333333333,0,0,3.66666666666667,0,0,0,0,2.66666666666667,0,0,0,0.333333333333333,0.333333333333333,0,25.3333333333333,0,0,5.33333333333333,0,0.333333333333333,5.33333333333333,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,85.3333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,6,43.6666666666667,0,0,0,0,0,10.3333333333333,0,0.666666666666667,0,0,0,2,0.333333333333333
